name,latitude,longitude,area_1,area_2,address,phone,opening_hours_all,rating,avg_price,image
愛烤愛對囉 宜蘭店,24.7573011,121.75839,宜蘭縣,宜蘭市,宜蘭縣宜蘭市宜興路一段271號,039-365050,"['星期一 12:00-00:00', '星期二 12:00-00:00', '星期三 12:00-00:00', '星期四 12:00-00:00', '星期五 12:00-00:00', '星期六 12:00-00:00', '星期日 12:00-00:00']",4.6,699,food_image/愛烤愛對囉 宜蘭店.jpg
耕壽司 宜蘭旗艦店,24.6827464,121.7851748,宜蘭縣,羅東鎮,宜蘭縣五結鄉五結路三段373號,039-556246,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",3.8,350,food_image/耕壽司 宜蘭旗艦店.jpg
CP Cheese Factory 超品烘焙工坊,24.7804396,121.7396465,宜蘭縣,宜蘭市,宜蘭市大坡路二段255號,039-287098,"['星期一 09:00-18:00', '星期二 09:00-18:00', '星期三 09:00-18:00', '星期四 09:00-18:00', '星期五 09:00-18:00', '星期六 09:00-18:00', '星期日 09:00-18:00']",4.4,200,food_image/CP Cheese Factory 超品烘焙工坊.jpg
星寶蔥達人 礁溪店,24.82564,121.7712285,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉礁溪路五段7號,09-18685686,"['星期一 10:00-20:00', '星期二 10:00-20:00', '星期三 10:00-20:00', '星期四 10:00-20:00', '星期五 10:00-20:00', '星期六 10:00-20:00', '星期日 10:00-20:00']",4.7,60,food_image/星寶蔥達人 礁溪店.jpg
財記臭豆腐,24.6785823,121.7709659,宜蘭縣,羅東鎮,宜蘭縣羅東鎮公正路110號,039-566220,"['星期一 14:00-22:00', '星期二 休息', '星期三 14:00-22:00', '星期四 14:00-22:00', '星期五 14:00-22:00', '星期六 14:00-22:00', '星期日 14:00-22:00']",4.5,50,food_image/財記臭豆腐.jpg
綠海咖啡,24.7458185,121.7408897,宜蘭縣,宜蘭市,宜蘭縣宜蘭市女中路三段293號,039-367868,"['星期一 11:00-15:00, 17:00-21:00', '星期二 11:00-15:00, 17:00-21:00', '星期三 11:00-15:00, 17:00-21:00', '星期四 11:00-15:00, 17:00-21:00', '星期五 11:00-15:00, 17:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.4,400,food_image/綠海咖啡.jpg
塭底烤魚,24.817861,121.79615,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉玉龍路二段572號,039-885097,"['星期一 11:00-20:30', '星期二 11:00-20:30', '星期三 11:00-20:30', '星期四 11:00-20:30', '星期五 11:00-20:30', '星期六 11:00-20:30', '星期日 11:00-20:30']",4.4,365,food_image/塭底烤魚.jpg
川湯春天旗艦館,24.8279731,121.7753092,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉中山路二段218號,039-889666,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.4,980,food_image/川湯春天旗艦館.jpg
中冠礁溪大飯店,24.8275506,121.7732775,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉德陽路6號,039-882011,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.2,0,food_image/中冠礁溪大飯店.jpg
富哥活海產,24.6706581,121.7518234,宜蘭縣,冬山鄉,宜蘭縣冬山鄉廣興路87號,039-613877,"['星期一 11:30-14:30, 17:30-20:30', '星期二 11:30-14:30, 17:30-20:30', '星期三 11:30-14:30, 17:30-20:30', '星期四 11:30-14:30, 17:30-20:30', '星期五 11:30-14:30, 17:30-20:30', '星期六 11:30-14:30, 17:30-20:30', '星期日 11:30-14:30, 17:30-20:30']",4.2,350,food_image/富哥活海產.jpg
龍記牛肉麵,24.8565171,121.8207011,宜蘭縣,頭城鎮,宜蘭縣頭城鎮吉祥路13號,039-777377,"['星期一 11:10-14:00', '星期二 11:10-14:00', '星期三 11:10-14:00', '星期四 11:10-14:00', '星期五 11:10-14:00', '星期六 11:10-14:00', '星期日 休息']",4.2,230,food_image/龍記牛肉麵.jpg
勝洋水草餐廳,24.727982,121.705412,宜蘭縣,員山鄉,宜蘭縣員山鄉八甲路15之6號,039-222487,"['星期一 09:00-17:00', '星期二 休息', '星期三 休息', '星期四 09:00-17:00', '星期五 09:00-17:00', '星期六 09:00-17:00', '星期日 09:00-17:00']",4,450,food_image/勝洋水草餐廳.jpg
初食軒廣式餐廳 礁溪兆品酒店,24.8282149,121.7694988,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉仁愛路48巷18弄1號,039-882828,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.5,1300,food_image/初食軒廣式餐廳 礁溪兆品酒店.jpg
Gather 食聚,24.7464778,121.8160624,宜蘭縣,壯圍鄉,宜蘭縣壯圍鄉壯濱路二段277號,039-385868,"['星期一 10:00-17:00', '星期二 10:00-17:00', '星期三 10:00-17:00', '星期四 10:00-17:00', '星期五 10:00-17:00', '星期六 10:00-17:00', '星期日 10:00-17:00']",4.4,200,food_image/Gather 食聚.jpg
樂山溫泉拉麵二店,24.8312227,121.7757601,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉公園路20號,039-887225,"['星期一 11:00-14:20, 17:00-20:20', '星期二 11:00-14:20, 17:00-20:20', '星期三 11:00-14:20, 17:00-20:20', '星期四 休息', '星期五 11:00-14:20, 17:00-20:20', '星期六 11:00-14:20, 17:00-20:20', '星期日 11:00-14:20, 17:00-20:20']",3.9,300,food_image/樂山溫泉拉麵二店.jpg
原燒O-NiKU 宜蘭新月店,24.7548524,121.750711,宜蘭縣,宜蘭市,宜蘭縣宜蘭市民權路二段38巷6號宜蘭新月4F,039-329258,"['星期一 11:00-21:30', '星期二 11:00-21:30', '星期三 11:00-21:30', '星期四 11:00-21:30', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-21:30']",4.8,1000,food_image/原燒ONiKU 宜蘭新月店.jpg
熊飽鍋物,24.7401471,121.75331,宜蘭縣,宜蘭市,宜蘭縣宜蘭市公園路435號,039-251818,"['星期一 11:30-14:30, 17:00-21:30', '星期二 11:30-14:30, 17:00-21:30', '星期三 11:30-14:30, 17:00-21:30', '星期四 11:30-14:30, 17:00-21:30', '星期五 11:30-14:30, 17:00-21:30', '星期六 11:30-21:30', '星期日 11:30-21:30']",4.4,450,food_image/熊飽鍋物.jpg
中天溫泉渡假酒店,24.829865,121.776078,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉健康一街1號,039-100111,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.4,800,food_image/中天溫泉渡假酒店.jpg
養蜂人家-蜂采館,24.7085683,121.6845925,宜蘭縣,員山鄉,宜蘭縣員山鄉員山路二段403號,039-233668,"['星期一 08:30-17:00', '星期二 08:30-17:00', '星期三 休息', '星期四 08:30-17:00', '星期五 08:30-17:00', '星期六 08:30-17:00', '星期日 08:30-17:00']",4.2,200,food_image/養蜂人家蜂采館.jpg
八甲休閒魚場,24.7298976,121.7128269,宜蘭縣,員山鄉,宜蘭縣員山鄉八甲路1之10號,039-225990,"['星期一 11:00-14:00, 17:00-20:30', '星期二 11:00-14:00', '星期三 休息', '星期四 11:00-14:00, 17:00-20:30', '星期五 11:00-14:00, 17:00-20:30', '星期六 11:00-14:30, 17:00-21:00', '星期日 11:00-14:30, 17:00-21:00']",4,500,food_image/八甲休閒魚場.jpg
里海 cafe',24.8138704,121.7939484,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉玉龍路二段406號,039-871213,"['星期一 11:30-16:00, 17:30-20:30', '星期二 11:30-16:00, 17:30-20:30', '星期三 休息', '星期四 11:30-16:00, 17:30-20:30', '星期五 11:30-16:00, 17:30-20:30', '星期六 11:30-16:00, 17:30-20:30', '星期日 11:30-16:00, 17:30-20:30']",4.1,500,food_image/里海 cafe.jpg
樂屋日本料理,24.8571857,121.8224261,宜蘭縣,頭城鎮,宜蘭縣頭城鎮西一巷15號,039-777525,"['星期一 11:00-14:00, 17:00-20:00', '星期二 11:00-14:00, 17:00-20:00', '星期三 休息', '星期四 11:00-14:00, 17:00-20:00', '星期五 11:00-14:00, 17:00-20:00', '星期六 11:00-14:00, 17:00-20:00', '星期日 11:00-14:00, 17:00-20:00']",3.8,500,food_image/樂屋日本料理.jpg
双喜 冰果室,24.7522958,121.7397343,宜蘭縣,宜蘭市,宜蘭縣宜蘭市泰山路144號,039-360899,"['星期一 10:00-16:00', '星期二 10:00-18:00', '星期三 10:00-18:00', '星期四 10:00-18:00', '星期五 10:00-18:00', '星期六 09:00-18:00', '星期日 10:00-16:00']",5,100,food_image/双喜 冰果室.jpg
墾丁H會館,22.1670836,120.6968168,屏東縣,獅子鄉,屏東縣獅子鄉竹坑村竹坑巷60號,088-771888,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.5,550,food_image/墾丁H會館.jpg
水月軒鮮蝦料理,22.4376903,120.5208725,屏東縣,林邊鄉,屏東縣林邊鄉中林路282之8號,09-32757018,"['星期一 休息', '星期二 16:00-21:00', '星期三 16:00-21:00', '星期四 16:00-21:00', '星期五 16:00-21:00', '星期六 15:00-21:00', '星期日 15:00-21:00']",4.4,600,food_image/水月軒鮮蝦料理.jpg
心之和烘焙屋,22.5345698,120.5521351,屏東縣,潮州鎮,屏東縣潮州鎮彭城路108號,087-897322,"['星期一 休息', '星期二 休息', '星期三 休息', '星期四 10:00-18:00', '星期五 10:00-18:00', '星期六 10:00-18:00', '星期日 10:00-18:00']",4.2,150,food_image/心之和烘焙屋.jpg
小杜包子,21.9917938,120.7465954,屏東縣,恆春鎮,屏東縣恆春鎮恆公路20號,088-899608,"['星期一 06:30-18:30', '星期二 06:30-18:30', '星期三 06:30-18:30', '星期四 06:30-18:30', '星期五 06:30-18:30', '星期六 06:30-19:00', '星期日 06:30-19:00']",3.8,75,food_image/小杜包子.jpg
墾丁福華渡假飯店 麗香苑,21.940806,120.807194,屏東縣,恆春鎮,屏東縣恆春鎮墾丁路2號,088-862323,"['星期一 07:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-20:30', '星期二 07:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-20:30', '星期三 07:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-20:30', '星期四 07:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-20:30', '星期五 07:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-20:30', '星期六 07:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-21:00', '星期日 07:00-10:00, 11:30-14:00, 14:30-16:30, 18:00-20:30']",3.9,700,food_image/墾丁福華渡假飯店 麗香苑.jpg
萬巒海鴻飯店豬腳,22.5741939,120.5690847,屏東縣,萬巒鄉,屏東縣萬巒鄉民和路16號,087-811220,"['星期一 10:00-19:30', '星期二 10:00-19:30', '星期三 10:00-19:30', '星期四 10:00-19:30', '星期五 10:00-19:30', '星期六 10:00-19:30', '星期日 10:00-19:30']",4.2,350,food_image/萬巒海鴻飯店豬腳.jpg
居高風味餐廳,22.7208297,120.6649486,屏東縣,三地門鄉,屏東縣三地門鄉中正路二段168號,087-994288,"['星期一 11:30-14:30, 17:00-21:00', '星期二 11:30-14:30, 17:00-21:00', '星期三 休息', '星期四 11:30-14:30, 17:00-21:00', '星期五 11:30-14:30, 17:00-21:00', '星期六 11:30-14:30, 17:00-21:00', '星期日 11:30-14:30, 17:00-21:00']",4.6,600,food_image/居高風味餐廳.jpg
愛琴海岸海景咖啡餐廳,22.239704,120.668101,屏東縣,枋山鄉,屏東縣枋山鄉枋山村中山路三段37號,088-761885,"['星期一 09:00-19:30', '星期二 09:00-19:30', '星期三 09:00-19:30', '星期四 09:00-19:30', '星期五 09:00-19:30', '星期六 09:00-20:30', '星期日 09:00-20:30']",4.6,250,food_image/愛琴海岸海景咖啡餐廳.jpg
正老牌潮州燒冷冰,22.5513571,120.5399976,屏東縣,潮州鎮,屏東縣潮州鎮新生路120號,087-886117,"['星期一 09:00-22:00', '星期二 09:00-22:00', '星期三 09:00-22:00', '星期四 09:00-22:00', '星期五 09:00-22:00', '星期六 09:00-22:30', '星期日 09:00-22:30']",4.1,55,food_image/正老牌潮州燒冷冰.jpg
阿倫冰店 潮州燒冷冰,22.5515671,120.5400094,屏東縣,潮州鎮,屏東縣潮州鎮新生路149號,087-892202,"['星期一 09:00-22:30', '星期二 09:00-22:30', '星期三 09:00-22:30', '星期四 09:00-22:30', '星期五 09:00-22:30', '星期六 09:00-22:30', '星期日 09:00-22:30']",4.3,50,food_image/阿倫冰店 潮州燒冷冰.jpg
熊家萬巒豬腳,22.066582,120.713814,屏東縣,車城鄉,屏東縣車城鄉保新路105號,088-825656,"['星期一 08:00-20:00', '星期二 08:00-20:00', '星期三 08:00-20:00', '星期四 08:00-20:00', '星期五 08:00-20:00', '星期六 08:00-20:00', '星期日 08:00-20:00']",3.7,300,food_image/熊家萬巒豬腳.jpg
甕窯雞 南州店,22.487955,120.54034,屏東縣,南州鄉,屏東縣南州鄉大同路73號,09-03504777,"['星期一 09:00-20:30', '星期二 09:00-20:30', '星期三 09:00-20:30', '星期四 09:00-20:30', '星期五 09:00-20:30', '星期六 09:00-21:30', '星期日 09:00-21:30']",4.4,400,food_image/甕窯雞 南州店.jpg
後壁湖邱家生魚片 Qiu's Sashimi,21.9458706,120.7424178,屏東縣,恆春鎮,屏東縣恆春鎮大光路79號之51號,09-89386711,"['星期一 11:00-15:00, 15:50-19:30', '星期二 11:00-15:00, 15:50-19:30', '星期三 11:00-15:00, 15:50-19:30', '星期四 11:00-15:00, 15:50-19:30', '星期五 11:00-15:00, 15:50-19:30', '星期六 11:00-19:30', '星期日 11:00-19:30']",4.4,200,food_image/後壁湖邱家生魚片 Qius Sashimi.jpg
阿興生魚片,21.9515513,120.7408959,屏東縣,恆春鎮,屏東縣恆春鎮大光路8之11號,09-19123115,"['星期一 11:00-19:30', '星期二 11:00-19:30', '星期三 11:00-19:30', '星期四 11:00-19:30', '星期五 11:00-19:30', '星期六 11:00-19:30', '星期日 11:00-19:30']",4.6,900,food_image/阿興生魚片.jpg
YOHO Beach Resort,21.9977001,120.7052723,屏東縣,恆春鎮,屏東縣恆春鎮萬裏路27之8號,088-869999,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.4,0,food_image/YOHO Beach Resort.jpg
神山愛玉,22.7507276,120.7278441,屏東縣,霧台鄉,屏東縣霧臺鄉神山巷16之1號,087-902418,"['星期一 休息', '星期二 休息', '星期三 09:00-17:00', '星期四 09:00-17:00', '星期五 09:00-17:00', '星期六 09:00-17:00', '星期日 09:00-17:00']",4.7,40,food_image/神山愛玉.jpg
勝利星村創意生活園區,22.6786031,120.484498,屏東縣,屏東市,屏東縣屏東市青島街106號,087-326512,"['星期一 11:00-21:00', '星期二 休息', '星期三 11:00-21:00', '星期四 11:00-21:00', '星期五 11:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.5,0,food_image/勝利星村創意生活園區.jpg
牛大福,22.554949,120.5372793,屏東縣,潮州鎮,屏東縣潮州鎮太平路165號,087-806367,"['星期一 10:30-14:30, 16:30-21:30', '星期二 10:30-14:30, 16:30-21:30', '星期三 10:30-14:30, 16:30-21:30', '星期四 10:30-14:30, 16:30-21:30', '星期五 10:30-14:30, 16:30-21:30', '星期六 10:30-14:30, 16:30-21:30', '星期日 10:30-14:30, 16:30-21:30']",4.7,300,food_image/牛大福.jpg
後壁湖興海食堂,21.9450358,120.7439168,屏東縣,恆春鎮,屏東縣恆春鎮大光路79之66號,088-866908,"['星期一 10:00-19:30', '星期二 10:00-19:30', '星期三 10:00-19:30', '星期四 10:00-19:30', '星期五 10:00-19:30', '星期六 10:00-19:30', '星期日 10:00-19:30']",4.5,200,food_image/後壁湖興海食堂.jpg
阿利海產,21.9571786,120.7397025,屏東縣,恆春鎮,屏東縣恆春鎮砂尾路20之1號,088-866479,"['星期一 11:00-14:30, 17:00-20:30', '星期二 11:00-14:30, 17:00-20:30', '星期三 11:00-14:30, 17:00-20:30', '星期四 11:00-14:30, 17:00-20:30', '星期五 11:00-14:30, 17:00-20:30', '星期六 11:00-20:30', '星期日 11:00-20:30']",3.8,500,food_image/阿利海產.jpg
新園牛肉爐,22.670139,120.490141,屏東縣,屏東市,屏東縣屏東市興市巷13號,087-323547,"['星期一 11:30-14:00, 17:00-23:00', '星期二 休息', '星期三 休息', '星期四 11:30-14:00, 17:00-23:00', '星期五 11:30-14:00, 17:00-23:30', '星期六 11:30-14:00, 17:00-23:00', '星期日 11:30-14:00, 17:00-23:00']",4.6,500,food_image/新園牛肉爐.jpg
枋寮椰們海景餐廳Pi coconut,22.3663759,120.5913871,屏東縣,枋寮鄉,屏東縣枋寮鄉沿海路17之1號,088-780123,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.7,210,food_image/枋寮椰們海景餐廳Pi coconut.jpg
蕭家大院兔子寵物餐廳,22.6187331,120.5470448,屏東縣,內埔鄉,屏東縣內埔鄉明東路233號,09-38196021,"['星期一 休息', '星期二 休息', '星期三 休息', '星期四 休息', '星期五 休息', '星期六 10:00-20:00', '星期日 10:00-20:00']",4.6,1280,food_image/蕭家大院兔子寵物餐廳.jpg
萬丹紅豆餅,22.5836201,120.4877625,屏東縣,萬丹鄉,屏東縣萬丹鄉中興路二段631號,087-778303,"['星期一 13:30-18:00', '星期二 13:30-18:00', '星期三 13:30-18:00', '星期四 13:30-18:00', '星期五 13:30-18:00', '星期六 12:00-18:00', '星期日 12:00-18:00']",4.3,30,food_image/萬丹紅豆餅.jpg
泰國高腳屋,22.6188371,120.5458204,屏東縣,內埔鄉,屏東縣內埔鄉富豐路306號,087-788819,"['星期一 休息', '星期二 12:00-20:30', '星期三 12:00-20:30', '星期四 12:00-20:30', '星期五 12:00-20:30', '星期六 11:00-21:00', '星期日 11:00-21:00']",4,200,food_image/泰國高腳屋.jpg
黃家綠豆蒜,22.0702841,120.7129428,屏東縣,車城鄉,屏東縣車城鄉福安路3之36號,09-75670905,"['星期一 10:00-16:30', '星期二 10:00-16:30', '星期三 休息', '星期四 10:00-16:30', '星期五 10:00-16:30', '星期六 09:30-17:00', '星期日 09:30-17:00']",4.2,50,food_image/黃家綠豆蒜.jpg
波波廚房,22.0023313,120.7433877,屏東縣,恆春鎮,屏東縣恆春鎮光明路88號,088-896575,"['星期一 11:00-14:10, 17:30-20:10', '星期二 11:00-14:10, 17:30-20:10', '星期三 11:00-14:10, 17:30-20:10', '星期四 11:00-14:10, 17:30-20:10', '星期五 11:00-14:10, 17:30-20:10', '星期六 11:00-14:10, 17:30-20:10', '星期日 11:00-14:10, 17:30-20:10']",4.2,300,food_image/波波廚房.jpg
佳珍海產店,22.4678795,120.4537927,屏東縣,東港鎮,屏東縣東港鎮光復路二段47號,088-354898,"['星期一 11:00-14:30, 17:10-20:30', '星期二 11:00-14:30, 17:10-20:30', '星期三 11:00-14:30, 17:10-20:30', '星期四 11:00-14:30, 17:10-20:30', '星期五 11:00-14:30, 17:10-20:30', '星期六 11:00-14:30, 17:00-20:30', '星期日 11:00-14:30, 17:00-20:00']",4.2,1200,food_image/佳珍海產店.jpg
水明漾活蝦景觀餐廳,22.7676928,120.4811667,屏東縣,里港鄉,屏東縣裏港鄉鄉裏嶺路277號,09-17159088,"['星期一 11:00-14:00, 16:00-21:00', '星期二 休息', '星期三 11:00-14:00, 16:00-21:00', '星期四 11:00-14:00, 16:00-21:00', '星期五 11:00-14:00, 16:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.2,1000,food_image/水明漾活蝦景觀餐廳.jpg
日食糖 224 文化創意生活園區,22.6776726,120.4834117,屏東縣,屏東市,屏東縣屏東市康定街22號,087-669881,"['星期一 11:00-20:00', '星期二 11:00-20:00', '星期三 11:00-20:00', '星期四 11:00-20:00', '星期五 11:00-20:00', '星期六 11:00-20:00', '星期日 11:00-20:00']",4.7,300,food_image/日食糖 224 文化創意生活園區.jpg
清靜莊園,22.7210578,120.6648587,屏東縣,三地門鄉,屏東縣三地門鄉中正路二段168號,087-994299,"['星期一 11:30-18:30', '星期二 11:30-18:30', '星期三 休息', '星期四 11:30-18:30', '星期五 11:30-18:30', '星期六 11:30-20:30', '星期日 11:30-20:30']",4.6,300,food_image/清靜莊園.jpg
南州糖廠,22.4947273,120.512846,屏東縣,南州鄉,屏東縣南州鄉永安路1號,088-644683,"['星期一 08:00-17:00', '星期二 08:00-17:00', '星期三 08:00-17:00', '星期四 08:00-17:00', '星期五 08:00-17:00', '星期六 08:00-17:00', '星期日 08:00-17:00']",3.9,0,food_image/南州糖廠.jpg
聚昆布鍋 屏東環球店,22.6732667,120.4934017,屏東縣,屏東市,屏東縣屏東市仁愛路90號,087-324272,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.8,338,food_image/聚昆布鍋 屏東環球店.jpg
阿嘉的家,22.0024028,120.7432474,屏東縣,恆春鎮,屏東縣恆春鎮光明路90號,088-892585,"['星期一 09:00-18:00', '星期二 09:00-18:00', '星期三 09:00-18:00', '星期四 09:00-18:00', '星期五 09:00-18:00', '星期六 09:00-18:00', '星期日 09:00-18:00']",3.8,0,food_image/阿嘉的家.jpg
小秘密さな,22.6761229,120.4996925,屏東縣,屏東市,屏東縣屏東市民享路171號,09-55435723,"['星期一 12:00-21:00', '星期二 12:00-21:00', '星期三 12:00-21:00', '星期四 休息', '星期五 12:00-21:00', '星期六 12:00-21:00', '星期日 12:00-21:00']",4.5,200,food_image/小秘密さな.jpg
蓁伙烤倆吃,22.552624,120.540123,屏東縣,潮州鎮,屏東縣潮州鎮延平路39號,087-896565,"['星期一 00:00-01:00, 11:00-00:00', '星期二 00:00-01:00, 11:00-00:00', '星期三 00:00-01:00, 11:00-00:00', '星期四 00:00-01:00, 11:00-00:00', '星期五 00:00-01:00, 11:00-00:00', '星期六 00:00-01:00, 11:00-00:00', '星期日 11:00-00:00, 00:00-01:00']",4.9,300,food_image/蓁伙烤倆吃.jpg
墾丁凱撒大飯店,21.9423591,120.8054252,屏東縣,恆春鎮,屏東縣恆春鎮墾丁路6號,088-861888,[],4.4,0,food_image/墾丁凱撒大飯店.jpg
恆春夜市,22.0030684,120.7415193,屏東縣,恆春鎮,屏東縣恆春鎮城西裏,None,"['星期一 休息', '星期二 休息', '星期三 休息', '星期四 休息', '星期五 休息', '星期六 休息', '星期日 18:00-00:00']",4.4,250,food_image/恆春夜市.jpg
瓦城泰國料理(屏東太平洋店),22.6740893,120.4906227,屏東縣,屏東市,屏東縣屏東市中華路80號,087-339633,"['星期一 11:00-15:00, 17:00-22:00', '星期二 11:00-15:00, 17:00-22:00', '星期三 11:00-15:00, 17:00-22:00', '星期四 11:00-15:00, 17:00-22:00', '星期五 11:00-15:00, 17:00-22:00', '星期六 11:00-22:00', '星期日 11:00-22:00']",4.3,750,food_image/瓦城泰國料理屏東太平洋店.jpg
三平咖啡,22.5341903,120.5418106,屏東縣,潮州鎮,屏東縣潮州鎮育才路86之1號,087-898363,"['星期一 11:30-17:30', '星期二 休息', '星期三 11:30-17:30', '星期四 11:30-17:30', '星期五 11:30-17:30', '星期六 11:30-20:00', '星期日 11:30-20:00']",4.2,400,food_image/三平咖啡.jpg
樹夏飲事,22.0035626,120.7410761,屏東縣,恆春鎮,屏東縣恆西路12之21號,,"['星期一 10:00-17:00', '星期二 10:00-17:00', '星期三 10:00-17:00', '星期四 休息', '星期五 10:00-17:00', '星期六 10:00-17:00', '星期日 10:00-17:00']",4.6,330,food_image/樹夏飲事.jpg
浩嗑火烤兩吃 和牛燒肉,22.6800576,120.4884282,屏東縣,屏東市,屏東縣屏東市忠孝路211之1號,087-321357,"['星期一 17:00-22:00', '星期二 17:00-22:00', '星期三 17:00-22:00', '星期四 17:00-22:00', '星期五 17:00-22:00', '星期六 11:00-14:00, 17:00-22:00', '星期日 11:00-14:00, 17:00-22:00']",4.7,420,food_image/浩嗑火烤兩吃 和牛燒肉.jpg
烏鬼洞雪花冰,22.3294416,120.3550415,屏東縣,琉球鄉,屏東縣琉球鄉信義路49之1號,088-611333,"['星期一 08:00-18:00', '星期二 08:00-18:00', '星期三 08:00-18:00', '星期四 08:00-18:00', '星期五 08:00-18:00', '星期六 08:00-18:00', '星期日 08:00-18:00']",4.9,150,food_image/烏鬼洞雪花冰.jpg
陶板屋 和風創作料理,22.6740838,120.490642,屏東縣,屏東市,屏東縣屏東市中華路80號4F,087-338135,"['星期一 11:30-14:30, 17:30-22:00', '星期二 11:30-14:30, 17:30-22:00', '星期三 11:30-14:30, 17:30-22:00', '星期四 11:30-14:30, 17:30-22:00', '星期五 11:30-14:30, 17:30-22:00', '星期六 11:00-14:30, 17:00-22:00', '星期日 11:00-14:30, 17:00-22:00']",4,700,food_image/陶板屋 和風創作料理.jpg
關子嶺茶壺雞加祿分店,22.333186,120.616643,屏東縣,枋山鄉,屏東縣枋山鄉加祿村,09-65830307,"['星期一 10:30-19:30', '星期二 休息', '星期三 10:30-19:30', '星期四 10:30-19:30', '星期五 10:30-19:30', '星期六 10:30-20:00', '星期日 10:30-20:00']",4.6,300,food_image/關子嶺茶壺雞加祿分店.jpg
港口吊橋,21.9882323,120.8418343,屏東縣,滿洲鄉,屏東縣滿洲鄉茶山路,088-802926,"['星期一 07:30-18:00', '星期二 07:30-18:00', '星期三 07:30-18:00', '星期四 07:30-18:00', '星期五 07:30-18:00', '星期六 07:30-18:00', '星期日 07:30-18:00']",4.1,80,food_image/港口吊橋.jpg
魔幻咖啡,22.296043,120.6435672,屏東縣,枋山鄉,屏東縣枋山鄉南和路80號,088-761629,"['星期一 09:00-20:00', '星期二 09:00-20:00', '星期三 09:00-20:00', '星期四 09:00-20:00', '星期五 09:00-20:00', '星期六 09:00-20:00', '星期日 09:00-20:00']",4.4,100,food_image/魔幻咖啡.jpg
神山部落,22.752243,120.7256775,屏東縣,霧台鄉,屏東縣霧臺鄉神山巷,087-902234,"['星期一 08:00-17:00', '星期二 08:00-17:00', '星期三 08:00-17:00', '星期四 08:00-17:00', '星期五 08:00-17:00', '星期六 08:00-17:00', '星期日 08:00-17:00']",4.6,0,food_image/神山部落.jpg
牛園火鍋料理,22.6804917,120.4894944,屏東縣,屏東市,屏東縣屏東市信義路183號1樓,087-348182,"['星期一 11:00-22:30', '星期二 11:00-22:30', '星期三 11:00-22:30', '星期四 11:00-22:30', '星期五 11:00-23:00', '星期六 11:00-23:00', '星期日 11:00-23:00']",4.6,869,food_image/牛園火鍋料理.jpg
